"sample_id","title","dataset","platform_id","assay","specimen_class","eligible_primary_tumor","survival_in_geo_series_matrix"
"GSM1843893","54018-BXPC3-CellLine","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","cell_line",FALSE,FALSE
"GSM1843894","54276-Capan1-CellLine","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","cell_line",FALSE,FALSE
"GSM1843895","54277-Capan2-CellLine","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","cell_line",FALSE,FALSE
"GSM1843896","54019-CFPAC-CellLine","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","cell_line",FALSE,FALSE
"GSM1843897","54023-HPAC-CellLine","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","cell_line",FALSE,FALSE
"GSM1843898","54246-HPAFII-CellLine","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","cell_line",FALSE,FALSE
"GSM1843899","54278-Hs766T-CellLine","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","cell_line",FALSE,FALSE
"GSM1843900","51251-HUPT3-CellLine","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","cell_line",FALSE,FALSE
"GSM1843901","53841-Met-LymphNode","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","metastasis",FALSE,FALSE
"GSM1843902","49083-Met-Diaphragm","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","metastasis",FALSE,FALSE
"GSM1843903","53844-Met-Fat","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","metastasis",FALSE,FALSE
"GSM1843904","49085-Met-Liver","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","metastasis",FALSE,FALSE
"GSM1843905","49086-Met-Liver","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","metastasis",FALSE,FALSE
"GSM1843906","53846-Met-Lung","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","metastasis",FALSE,FALSE
"GSM1843907","53847-Met-Lung","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","metastasis",FALSE,FALSE
"GSM1843908","49084-Met-Colon","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","metastasis",FALSE,FALSE
"GSM1843909","49396-Met-Peritoneal","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","metastasis",FALSE,FALSE
"GSM1843910","49359-Met-AbWall","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","metastasis",FALSE,FALSE
"GSM1843911","48574-Met-AbWall","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","metastasis",FALSE,FALSE
"GSM1843912","48586-Met-Lung","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","metastasis",FALSE,FALSE
"GSM1843913","49362-Met-LymphNode","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","metastasis",FALSE,FALSE
"GSM1843914","49363-Met-LymphNode","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","metastasis",FALSE,FALSE
"GSM1843915","48584-Met-Liver","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","metastasis",FALSE,FALSE
"GSM1843916","49364-Met-LymphNode","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","metastasis",FALSE,FALSE
"GSM1843917","48581-Met-LymphNode","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","metastasis",FALSE,FALSE
"GSM1843918","53863-Met-Peritoneal","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","metastasis",FALSE,FALSE
"GSM1843919","48577-Met-Fat","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","metastasis",FALSE,FALSE
"GSM1843920","48613-Met-Colon","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","metastasis",FALSE,FALSE
"GSM1843921","49370-Met-Liver","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","metastasis",FALSE,FALSE
"GSM1843922","48591-Met-Liver","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","metastasis",FALSE,FALSE
"GSM1843923","49376-Met-Liver","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","metastasis",FALSE,FALSE
"GSM1843924","49375-Met-Liver","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","metastasis",FALSE,FALSE
"GSM1843925","49381-Met-Duo","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","metastasis",FALSE,FALSE
"GSM1843926","48639-Met-Peritoneal","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","metastasis",FALSE,FALSE
"GSM1843927","49382-Met-Peritoneal","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","metastasis",FALSE,FALSE
"GSM1843928","48648-Met-Liver","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","metastasis",FALSE,FALSE
"GSM1843929","48638-Met-Diaphragm","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","metastasis",FALSE,FALSE
"GSM1843930","48652-Met-Liver","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","metastasis",FALSE,FALSE
"GSM1843931","49385-Met-Diaphragm","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","metastasis",FALSE,FALSE
"GSM1843932","48653-Met-LymphNode","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","metastasis",FALSE,FALSE
"GSM1843933","49386-Met-Lung","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","metastasis",FALSE,FALSE
"GSM1843934","53836-Met-Lung","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","metastasis",FALSE,FALSE
"GSM1843935","48659-Met-Liver","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","metastasis",FALSE,FALSE
"GSM1843936","49066-Met-Liver","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","metastasis",FALSE,FALSE
"GSM1843937","49065-Met-Liver","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","metastasis",FALSE,FALSE
"GSM1843938","49076-Met-Lung","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","metastasis",FALSE,FALSE
"GSM1843939","49068-Met-Lung","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","metastasis",FALSE,FALSE
"GSM1843940","49067-Met-LymphNode","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","metastasis",FALSE,FALSE
"GSM1843941","56323-Met-Lung","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","metastasis",FALSE,FALSE
"GSM1843942","56324-Met-LymphNode","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","metastasis",FALSE,FALSE
"GSM1843943","56325-Met-Liver","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","metastasis",FALSE,FALSE
"GSM1843944","56327-Met-Liver","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","metastasis",FALSE,FALSE
"GSM1843945","56376-Met-LymphNode","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","metastasis",FALSE,FALSE
"GSM1843946","56378-Met-Liver","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","metastasis",FALSE,FALSE
"GSM1843947","56543-Met-Liver","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","metastasis",FALSE,FALSE
"GSM1843948","56329-Met-Liver","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","metastasis",FALSE,FALSE
"GSM1843949","56380-Met-AbWall","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","metastasis",FALSE,FALSE
"GSM1843950","56381-Met-Peritoneal","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","metastasis",FALSE,FALSE
"GSM1843951","56521-Met-Liver","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","metastasis",FALSE,FALSE
"GSM1843952","56532-Met-Liver","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","metastasis",FALSE,FALSE
"GSM1843953","56533-Met-Duo","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","metastasis",FALSE,FALSE
"GSM1843954","56522-Met-Liver","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","metastasis",FALSE,FALSE
"GSM1843955","56328-Met-Liver","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","metastasis",FALSE,FALSE
"GSM1843956","56524-Met-Liver","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","metastasis",FALSE,FALSE
"GSM1843957","56315-Met-Liver","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","metastasis",FALSE,FALSE
"GSM1843958","56317-Met-Liver","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","metastasis",FALSE,FALSE
"GSM1843959","56318-Met-Liver","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","metastasis",FALSE,FALSE
"GSM1843960","56319-Met-Peritoneal","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","metastasis",FALSE,FALSE
"GSM1843961","56321-Met-Peritoneal","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","metastasis",FALSE,FALSE
"GSM1843962","54024-MiaPaca2-CellLine","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","cell_line",FALSE,FALSE
"GSM1843963","53839-Normal-Liver","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1843964","49081-Normal-LymphNode","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1843965","49077-Normal-Liver","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1843966","49078-Normal-Liver","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1843967","53840-Normal-Lung","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1843968","49074-Normal-Liver","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1843969","49080-Normal-Fat","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1843970","49079-Normal-Fat","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1843971","49082-Normal-Pancreas","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_pancreas",FALSE,FALSE
"GSM1843972","49088-Normal-Liver","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1843973","49093-Normal-Spleen","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1843974","49089-Normal-Lung","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1843975","49090-Normal-Lung","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1843976","49087-Normal-Lung","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1843977","53850-Normal-LymphNode","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1843978","49092-Normal-Pancreas","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_pancreas",FALSE,FALSE
"GSM1843979","49091-Normal-Peritoneal","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1843980","53849-Normal-Diaphragm","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1843981","53851-Normal-Peritoneal","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1843982","53857-Normal-PelvicWall","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1843983","49346-Normal-Spleen","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1843984","49340-Normal-Liver","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1843985","53834-Normal-Lung","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1843986","53855-Normal-Liver","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1843987","53856-Normal-Pancreas","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_pancreas",FALSE,FALSE
"GSM1843988","49393-Normal-Lung","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1843989","49395-Normal-Lung","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1843990","49397-Normal-Liver","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1843991","53859-Normal-Lung","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1843992","53860-Normal-Spleen","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1843993","48606-Normal-LymphNode","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1843994","48608-Normal-Pancreas","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_pancreas",FALSE,FALSE
"GSM1843995","48607-Normal-Lung","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1843996","48605-Normal-Liver","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1843997","48609-Normal-Spleen","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1843998","48573-Normal-LymphNode","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1843999","48612-Normal-Fat","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1844000","48610-Normal-Lung","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1844001","48570-Normal-Liver","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1844002","48571-Normal-Liver","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1844003","48611-Normal-Pancreas","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_pancreas",FALSE,FALSE
"GSM1844004","49358-Normal-LymphNode","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1844005","48572-Normal-Spleen","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1844006","48582-Normal-Liver","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1844007","48583-Normal-Liver","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1844008","48588-Normal-Spleen","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1844009","48579-Normal-Pancreas","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_pancreas",FALSE,FALSE
"GSM1844010","48576-Normal-Pancreas","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_pancreas",FALSE,FALSE
"GSM1844011","49361-Normal-Vessel","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1844012","48585-Normal-Lung","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1844013","48580-Normal-Diaphragm","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1844014","48575-Normal-Diaphragm","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1844015","49371-Normal-Liver","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1844016","49372-Normal-Liver","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1844017","49373-Normal-Liver","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1844018","48595-Normal-Spleen","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1844019","48593-Normal-Lung","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1844020","48590-Normal-Liver","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1844021","48589-Normal-Fat","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1844022","49365-Normal-Diaphragm","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1844023","49366-Normal-Diaphragm","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1844024","49367-Normal-Diaphragm","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1844025","49368-Normal-Diaphragm","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1844026","48614-Normal-Pancreas","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_pancreas",FALSE,FALSE
"GSM1844027","49369-Normal-Pancreas","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_pancreas",FALSE,FALSE
"GSM1844028","49378-Normal-Liver","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1844029","48601-Normal-Lung","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1844030","49374-Normal-LymphNode","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1844031","48604-Normal-Liver","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1844032","48600-Normal-Spleen","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1844033","48599-Normal-Pancreas","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_pancreas",FALSE,FALSE
"GSM1844034","49377-Normal-Pancreas","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_pancreas",FALSE,FALSE
"GSM1844035","48603-Normal-LymphNode","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1844036","48596-Normal-Liver","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1844037","48645-Normal-Liver","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1844038","48646-Normal-Liver","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1844039","48647-Normal-Pancreas","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_pancreas",FALSE,FALSE
"GSM1844040","49379-Normal-Fat","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1844041","48641-Normal-Pancreas","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_pancreas",FALSE,FALSE
"GSM1844042","48640-Normal-Liver","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1844043","49380-Normal-LymphNode","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1844044","48644-Normal-LymphNode","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1844045","48643-Normal-Spleen","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1844046","49383-Normal-Diaphragm","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1844047","48642-Normal-Lung","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1844049","48655-Normal-Lung","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1844050","48651-Normal-Liver","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1844051","48649-Normal-Diaphragm","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1844052","49384-Normal-Diaphragm","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1844053","48656-Normal-Pancreas","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_pancreas",FALSE,FALSE
"GSM1844054","53835-Normal-Lung","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
"GSM1844055","53837-Normal-Pancreas","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_pancreas",FALSE,FALSE
"GSM1844056","48650-Normal-Fat","GSE71729","GPL20769","Agilent-014850 Whole Human Genome Microarray 4x44K G4112F","normal_distant",FALSE,FALSE
